都道府県,"東京都,市区町村","広島市,福岡市",店舗名,所在地,latitude,longitude
東京都,品川区,,五反田東急スクエア店,東京都 品川区 東五反田2-1-2 五反田東急スクエア,139.72459,35.62519
東京都,品川区,,西五反田店,東京都 品川区 西五反田1-18-1 ゴタンダ エクス 1F,139.72298,35.62356
東京都,品川区,,ゲートシティ大崎店,東京都 品川区 大崎1-11-1 ゲートシティ大崎,139.72955,35.61695
東京都,品川区,,TSUTAYA 大崎駅前店,東京都 品川区 大崎2-10-1,139.72681,35.61777
東京都,大田区,,アトレ大森店(2F),東京都 大田区 大森北1-6-16 アトレ大森 2F,139.72845,35.58877
東京都,大田区,,アトレ大森店(5F),東京都 大田区 大森北1-6-16　 アトレ大森 5F,139.72845,35.58877
東京都,大田区,,羽田空港第1ターミナル　マーケットプレイス3階店,東京都 大田区 羽田空港3-3-2 第一旅客ターミナル3階,139.78389,35.54946
東京都,大田区,,羽田空港第1ターミナル THE HANEDA HOUSE5階店,東京都 大田区 羽田空港3-3-2 第一旅客ターミナル5階,139.78389,35.54946
東京都,大田区,,羽田空港第2ターミナル国内線ゲートエリア店,東京都 大田区 羽田空港3-4-2 東京国際空港第2旅客ターミナルビル,139.78445,35.55489
東京都,大田区,,羽田空港第2ターミナル国際線ゲートエリア店,東京都 大田区 羽田空港3-4-2 第2旅客ターミナルビル,139.78445,35.55489
東京都,大田区,,羽田空港 蔦屋書店,東京都 大田区 羽田空港3-4-2 第2旅客ターミナルビル,139.78445,35.55489
東京都,大田区,,グランデュオ蒲田店,東京都 大田区 西蒲田7-68-1 グランデュオ蒲田　西館,139.71542,35.56243
東京都,大田区,,田園調布 東急スクエアガーデンサイト店,東京都 大田区 田園調布2-62-3 東急スクエアガーデンサイト　アネックス,139.66731,35.59744
東京都,大田区,,エトモ池上店,東京都 大田区 池上6-3-10 エトモ池上,139.70293,35.57215
東京都,渋谷区,,明治神宮前メトロピア店,東京都 渋谷区 神宮前1-18-22駅事務室 千代田線　明治神宮前駅,139.70279,35.67125
東京都,渋谷区,,神宮前6丁目店,東京都 渋谷区 神宮前6-17-11 JPR原宿ビル,139.70367,35.6659
東京都,渋谷区,,表参道 神宮前4丁目店,東京都 渋谷区 神宮前4-3-4 Ｂａｒｂｉｚｏｎ ７ ＡＮＮＥＸ,139.71063,35.66677
東京都,渋谷区,,東急プラザ 表参道原宿店,東京都 渋谷区 神宮前4-30-3 東急プラザ 表参道原宿,139.70592,35.66861
東京都,渋谷区,,表参道ヒルズ店,東京都 渋谷区 神宮前4-12-10 表参道ヒルズ,139.7086,35.66722
東京都,渋谷区,,WITH HARAJUKU店,東京都 渋谷区 神宮前1-14-30 WITH HARAJUKU,139.70341,35.66995
東京都,渋谷区,,MIYASHITA PARK店,東京都 渋谷区 神宮前6-20-10 MIYASHITA PARK North 4階 (区画番号40000),139.7018,35.66272
東京都,渋谷区,,渋谷３丁目店,東京都 渋谷区 渋谷3-11-7 第２ミネギシビル,139.70563,35.65669
東京都,渋谷区,,渋谷クロスタワー店,東京都 渋谷区 渋谷2-15-1 渋谷クロスタワー 3F,139.70522,35.65865
東京都,渋谷区,,渋谷2丁目店,東京都 渋谷区 渋谷2-9-8 日総第25ビル,139.70726,35.66076
東京都,渋谷区,,渋谷ストリーム店,東京都 渋谷区 渋谷3-21-3 渋谷ストリーム,139.70314,35.65709
東京都,渋谷区,,渋谷cocoti店,東京都 渋谷区 渋谷1-23-16 cocoti SHIBUYA,139.70284,35.66255
東京都,渋谷区,,広尾店,東京都 渋谷区 広尾5-14-5 ノースゲートビル,139.72159,35.6502
東京都,渋谷区,,恵比寿ファーストスクエア店,東京都 渋谷区 恵比寿1-18-14 恵比寿ファーストスクエア,139.71416,35.64749
東京都,渋谷区,,恵比寿ユニオンビル店,東京都 渋谷区 恵比寿南1-2-10 エビス ユニオンビル １F,139.70792,35.64615
東京都,渋谷区,,アトレ恵比寿店(2F),東京都 渋谷区 恵比寿南1-5-5 アトレ恵比寿,139.70967,35.64717
東京都,渋谷区,,アトレ恵比寿店(5F),東京都 渋谷区 恵比寿南1-5-5 アトレ恵比寿店　5階,139.70967,35.64717
東京都,渋谷区,,代官山 蔦屋書店,東京都 渋谷区 恵比寿南1-5-5 アトレ恵比寿店　5階,139.70967,35.64717
東京都,渋谷区,,代官山 蔦屋書店,東京都 渋谷区 猿楽町17-5 蔦屋書店3号館1F,139.69926,35.6493
東京都,渋谷区,,プリンチ 代官山T-SITE,東京都 渋谷区 猿楽町17-5 蔦屋書店3号館1F,139.69926,35.6493
東京都,渋谷区,,渋谷公園通り店,東京都 渋谷区 神南1-7-5 渋谷公園通りＪＮビル 1F,139.6994,35.6641
東京都,渋谷区,,渋谷ファイヤー通り店,東京都 渋谷区 神南1-12-10,139.70082,35.6632
東京都,渋谷区,,渋谷モディ店,東京都 渋谷区 神南1-21-3,139.70056,35.66168
東京都,渋谷区,,SHIBUYA TSUTAYA店,東京都 渋谷区 宇田川町21-6 QFRONT 1F,139.70033,35.66011
東京都,渋谷区,,渋谷文化村通り店,東京都 渋谷区 道玄坂2-25-6 ホリウチビル 1F,139.6972,35.66011
東京都,渋谷区,,渋谷マークシティ店,東京都 渋谷区 道玄坂1-12-3 渋谷マークシティ イースト 3F,139.698,35.65793
東京都,渋谷区,,渋谷フクラス店,東京都 渋谷区 道玄坂1-2-3 渋谷フクラス1階,139.70035,35.65767
東京都,渋谷区,,恵比寿ガーデンプレイス店,東京都 渋谷区 恵比寿4-20-3 恵比寿ガーデンプレイスタワー,139.71368,35.64297
東京都,渋谷区,,TSUTAYA BOOKSTORE 渋谷スクランブルスクエア店,東京都 渋谷区 渋谷2-24-12 渋谷スクランブルスクエア,139.70183,35.65858
東京都,渋谷区,,渋谷パルコ店,東京都 渋谷区 宇田川町15-1 渋谷パルコ5階,139.69896,35.66206
東京都,渋谷区,,渋谷ヒカリエ ShinQs店,東京都 渋谷区 渋谷2-21-1 渋谷ヒカリエ ShinQs B1F,139.70341,35.65894
東京都,渋谷区,,北参道店,東京都 渋谷区 千駄ケ谷3-38-9 IBF-PLANNING ビル,139.70636,35.67768
東京都,渋谷区,,リンクスクエア新宿店,東京都 渋谷区 千駄ヶ谷5-27-5 リンクスクエア新宿,139.70294,35.68623
東京都,渋谷区,,新宿サザンテラス店,東京都 渋谷区 代々木2-2-1 新宿サザンテラス内,139.70033,35.68699
東京都,渋谷区,,新宿マインズタワー店,東京都 渋谷区 代々木2-1-1 新宿マインズタワー 1F,139.69957,35.68591
東京都,渋谷区,,新宿南口店,東京都 渋谷区 代々木2-13-8 エスト新宿ビル,139.69595,35.68693
東京都,渋谷区,,代々木店,東京都 渋谷区 代々木1-38-7 川本ビル,139.7009,35.68277
東京都,渋谷区,,アコルデ代々木上原店,東京都 渋谷区 西原3-8-5 アコルデ代々木上原,139.67982,35.66904
東京都,渋谷区,,京王笹塚店,東京都 渋谷区 笹塚1-56-18 京王クラウン街笹塚,139.66753,35.67398
東京都,目黒区,,イオンスタイル碑文谷店,東京都 目黒区 碑文谷4-1-1,139.68416,35.62238
東京都,目黒区,,学芸大駅前店,東京都 目黒区 鷹番3-15-25 鳥芳ビル 1F,139.6839,35.62914
東京都,目黒区,,自由が丘店,東京都 目黒区 自由が丘2-10-18 栗山ビルⅡ 1F,139.66745,35.60843
東京都,目黒区,,自由が丘駅前店,東京都 目黒区 自由が丘1-11-6 YG自由が丘ビル 1F,139.66934,35.60818
東京都,目黒区,,中目黒山手通り店,東京都 目黒区 上目黒3-1-3 プライムアーバン中目黒Ⅱ,139.69751,35.64523
東京都,目黒区,,中目黒GTタワー店,東京都 目黒区 上目黒2-1-1 中目黒ゲートタウンタワー B1F,139.69885,35.64357
東京都,目黒区,,中目黒 蔦屋書店,東京都 目黒区 上目黒1-22-10,139.69946,35.64463
東京都,目黒区,,エトモ祐天寺店,東京都 目黒区 祐天寺2-13-4 エトモ祐天寺,139.69092,35.63737
東京都,世田谷区,,池尻2丁目店,東京都 世田谷区 池尻2-27-7 アリビエ池尻,139.6832,35.64902
東京都,世田谷区,,三軒茶屋店,東京都 世田谷区 太子堂4-20-25 海津ビル 1F,139.66942,35.64462
東京都,世田谷区,,駒沢1丁目店,東京都 世田谷区 駒沢1-24-5,139.65683,35.62844
東京都,世田谷区,,桜新町店,東京都 世田谷区 桜新町2-10-4,139.64337,35.63173
東京都,世田谷区,,下北沢店,東京都 世田谷区 北沢2-30-6 下北沢ＵＣビル 1F,139.66727,35.66299
東京都,世田谷区,,シモキタエキウエ店,東京都 世田谷区 北沢2-24-2 小田急下北沢駅 シモキタエキウエ内,139.66766,35.66188
東京都,世田谷区,,代沢5丁目店,東京都 世田谷区 代沢5-8-13 クリークス代沢,139.66776,35.65636
東京都,世田谷区,,明大前店,東京都 世田谷区 松原2-46-5 Ｒｙｕ’ｓビル 1F,139.65013,35.66917
東京都,世田谷区,,経堂駅店,東京都 世田谷区 経堂2-1-3,139.63589,35.65129
東京都,世田谷区,,千歳船橋駅店,東京都 世田谷区 船橋1-9-45 小田急マルシェ千歳船橋2,139.62323,35.64769
東京都,世田谷区,,芦花公園店,東京都 世田谷区 南烏山1-2-17,139.61319,35.6683
東京都,世田谷区,,千歳烏山店,東京都 世田谷区 南烏山5-15-10 SKCビル,139.60158,35.66785
東京都,世田谷区,,成城店,東京都 世田谷区 成城2-40-25 パレブラン成城,139.59837,35.63962
東京都,世田谷区,,奥沢2丁目店,東京都 世田谷区 奥沢2-38-9,139.67162,35.60735
東京都,世田谷区,,二子玉川ライズ　ドッグウッドプラザ店,東京都 世田谷区 玉川2-23-1 二子玉川ライズショッピングセンター　ドッグウッドプラザ,139.62741,35.613
東京都,世田谷区,,二子玉川公園店,東京都 世田谷区 玉川1-16-1,139.63257,35.60845
東京都,世田谷区,,二子玉川 蔦屋家電店,東京都 世田谷区 玉川1-14-1 二子玉川ライズ　S.C.　テラスマーケット,139.62979,35.61068
東京都,世田谷区,,用賀店,東京都 世田谷区 瀬田5-39-22,139.62642,35.6262
東京都,世田谷区,,世田谷ビジネススクエア店,東京都 世田谷区 用賀4-10-1,139.63286,35.62678
東京都,世田谷区,,TSUTAYA 馬事公苑店,東京都 世田谷区 上用賀2-4-18 コリーヌ馬事公苑1F,139.63161,35.63923
東京都,世田谷区,,玉川高島屋Ｓ・Ｃ店,東京都 世田谷区 玉川3-17-1 玉川高島屋Ｓ・Ｃ (南館７階),139.62679,35.61419
東京都,新宿区,,四谷３丁目店,東京都 新宿区 四谷2-14-4 ミツヤ四谷ビル 1F,139.7234,35.68763
東京都,新宿区,,アトレ四谷店,東京都 新宿区 四谷1-5-25 アトレ四谷,139.72987,35.68619
東京都,新宿区,,新宿御苑店,東京都 新宿区 内藤町11 新宿御苑,139.7056,35.68893
東京都,新宿区,,アトレ信濃町店,東京都 新宿区 信濃町34 アトレ信濃町,139.71962,35.68074
東京都,新宿区,,西武新宿ＰｅＰｅ店,東京都 新宿区 歌舞伎町1-30-1 西武新宿ペペ,139.69972,35.69597
東京都,新宿区,,新宿サブナード店,東京都 新宿区 歌舞伎町1丁目サブナード1 新宿サブナード,139.70129,35.69539
東京都,新宿区,,新宿３丁目店,東京都 新宿区 新宿3-11-6 エクレ新宿 1F,139.7066,35.69189
東京都,新宿区,,新宿ダイアンビル店,東京都 新宿区 新宿3-36-6 大安ビル 1F,139.70192,35.69031
東京都,新宿区,,新宿新南口店,東京都 新宿区 新宿4-1-9 新宿ユースビル 1F,139.70256,35.68889
東京都,新宿区,,ルミネエスト新宿店,東京都 新宿区 新宿3-38-1 ルミネエスト ２Ｆ,139.70007,35.69301
東京都,新宿区,,新宿マルイ本館2階店,東京都 新宿区 新宿3-30-13 新宿マルイ本館,139.7041,35.69095
東京都,新宿区,,新宿マルイ本館8階店,東京都 新宿区 新宿3-30-13 新宿マルイ本館,139.7041,35.69095
東京都,新宿区,,新宿2丁目店,東京都 新宿区 新宿2-5-12 FORECAST新宿AVENUE,139.70692,35.68931
東京都,新宿区,,京王新宿三丁目ビル店,東京都 新宿区 新宿3-1-24 京王新宿三丁目ビル,139.7047,35.69008
東京都,新宿区,,西新宿三井ビル店,東京都 新宿区 西新宿6-24-1 西新宿三井ビル,139.68907,35.69525
東京都,新宿区,,新宿グリーンタワービル店,東京都 新宿区 西新宿6-14-1 新宿グリーンタワー,139.6897,35.69244
東京都,新宿区,,新宿西口店,東京都 新宿区 西新宿1-12-1 高倉第一ビル,139.69725,35.68972
東京都,新宿区,,ルミネ新宿店,東京都 新宿区 西新宿1-1-5 ルミネ新宿１,139.69943,35.68858
東京都,新宿区,,新宿中央公園 SHUKNOVA店,東京都 新宿区 西新宿2-11-5,139.6877,35.6911
東京都,新宿区,,新宿ミロード5階店,東京都 新宿区 西新宿1-1-3 新宿ミロード,139.69943,35.68858
東京都,新宿区,,小田急新宿店,東京都 新宿区 西新宿1-1-3 小田急百貨店,139.69943,35.68858
東京都,新宿区,,慶應義塾大学病院店,東京都 新宿区 西新宿1-1-3 小田急百貨店,139.69943,35.68858
東京都,新宿区,,慶應義塾大学病院店,東京都 新宿区 信濃町35,139.71805,35.68142
東京都,新宿区,,飯田橋軽子坂店,東京都 新宿区 揚場町2-1 軽子坂ＭＮビル 1F,139.74271,35.70229
東京都,新宿区,,飯田橋メトロピア店,東京都 新宿区 神楽坂1-13 南北線飯田橋駅構内,139.74193,35.69963
東京都,新宿区,,神楽坂下店,東京都 新宿区 神楽坂1-9-2 秀永ビル,139.74207,35.70007
東京都,新宿区,,早稲田大学戸山キャンパス店,東京都 新宿区 戸山1-24-1 早稲田アリーナ,139.71733,35.70581
東京都,新宿区,,新宿三井ビル店,東京都 新宿区 西新宿2-1-1 新宿三井ビルディング,139.69392,35.69166
東京都,新宿区,,新宿野村ビル店,東京都 新宿区 西新宿1-26-2 新宿野村ビル B1F,139.69576,35.69286
東京都,新宿区,,新宿エルタワー店,東京都 新宿区 西新宿1-6-1 新宿エルタワー,139.69733,35.69238
東京都,中野区,,中野通り店,東京都 中野区 中野5-64-5 中野サンピオーネビル 1F,139.66551,35.70671
東京都,中野区,,中野セントラルパーク店,東京都 中野区 中野4-10-2 中野セントラルパークサウス,139.66196,35.70734
東京都,中野区,,中野坂上メトロピア店,東京都 中野区 本町2-48-2 丸の内線中野坂上駅構内,139.68095,35.69683
東京都,杉並区,,ビーンズ阿佐ヶ谷駅前店,東京都 杉並区 阿佐谷南3-58-1 ビーンズ阿佐ヶ谷ぷらす,139.63596,35.70494
東京都,杉並区,,ビーンズ阿佐ヶ谷てくて店,東京都 杉並区 阿佐谷南2-42 ビーンズ阿佐ヶ谷てくて,139.63733,35.70499
東京都,杉並区,,ルミネ荻窪店,東京都 杉並区 上荻1-7-1 ルミネ荻窪店,139.62061,35.70462
東京都,杉並区,,荻窪タウンセブン店,東京都 杉並区 上荻1-7-1 ルミネ荻窪店,139.62061,35.70462
東京都,杉並区,,荻窪タウンセブン店,東京都 杉並区 上荻1-9-1 荻窪タウンセブン,139.61981,35.70522
東京都,杉並区,,TSUTAYA 浜田山店,東京都 杉並区 浜田山3-37-15,139.62512,35.6852
東京都,新宿区,,新大久保駅店,東京都 新宿区 百人町1-10-15,139.70003,35.70063
